comment,overall_satisfaction,recommend,product_quality,repurchase_intent,support_rating
"@LeoDochertyUK @RishiSunak I don't get this. The disunity has been a diversion, an entertainment? Did you not think it would have consequences for the electorate while you all indulged your childish impulses? A total disgrace and the opposite of public service.",2,no,2,2,2
@RaihMeow @JulianSmithUK @RishiSunak Your diatribe make no sense. If you don’t think twitter is a forum for commenting on people’s opinions then why did you comment on this particular feed? Of course you are not a racist,4,yes,4,4,4
"@Nidhi It was racism and that too, it was not a landslide victory... So Conservative Party is perhaps liberating a bit
#RishiSunak
#UKPrimeMinister 
#UK",2,no,2,2,2
@merkuree @JoRichardsKent @RishiSunak But you saw them eh.,3,yes,3,3,3
My colleague @DennisOkari says @RishiSunak who has Kenyan roots &amp; is set to be the next UK Prime Minister is their @BarackObama moment. Is it?,3,yes,3,3,3
"#RishiSunak is a disgrace to the #ConservativeParty he has been behind it all, the carnage &amp; chaos! if he gets in SORRY but I will NEVER vote conservative again! @Conservatives #vote #NeverRishi #goodbye",1,no,1,1,1
"@JakeBerry @RishiSunak Is there a single Tory that can use original words, or is it that you just don’t care? Certainly every cliche in the book from you and Sunak!",5,yes,5,5,5
"@Chris_P_Burke @Femi_Sorry @RishiSunak Yes he did. At a speech in Tunbridge Wells which was leaked….video of it is available. It is really quite awful. Given that all areas have pockets of poverty, he could have addressed that, but didn’t.",2,no,2,2,2
"@virsanghvi @RishiSunak Even if it is for one day , don't miss the symbolic value of an Indian origin british citizen becoming PM of  UK . Time to remember Gandhiji who was thrown out of first class compartment at  Pietermaritzburg Station",4,yes,4,4,4
@MattHancock @RishiSunak Still not giving you a job,2,no,2,2,2
"@MattHancock @RishiSunak Will sunak be working for the population of the UK, or  working for Klaus Schwab and the WEF????",3,yes,3,3,3
"@piersmorgan @RishiSunak However, a lot of them are 2 faced, but keep your enemies closer applies.",1,no,1,1,1
@trussliz @RishiSunak That’ll be reassuring Elizabeth….,4,yes,4,4,4
"@RishiSunak #LiarJohnson ""then took on Putin"" @RishiSunak you jest. He &amp; MPs like you weakened European unity using Roubles to buy #Brexit votes. Quite likely #ToryBrexitDisaster emboldened Putin just that much more, enough to attack Ukraine.",2,no,2,2,2
"@GaryGou25350711 @Dawnie1958 @sophielouisecc @Jacob_Rees_Mogg @RishiSunak Quite right.

The best thing you can do about the reality of the stench of rot in the heart of Tory Party is ignore it.",5,yes,5,5,5
@Regsrevenge @barrystantonGBP @RishiSunak Ooo didn't know,3,yes,3,3,3
"@ShashiTharoor @RishiSunak If someone is born in India, rises up the rank of a political party, can speak an Indian language, and connect with Indian people, he or she can become the PM too. 
Plus, if UK had the history of being colonized, we can then talk of people wanting the colonizer to be the PM.",4,yes,4,4,4
@trussliz @RishiSunak That’ll be a great comfort and relief to him 😂😂😂,5,yes,5,5,5
"Politics aside, congratulations to Rishi Sunak on becoming Britain’s first Prime Minister of South Asian descent.",4,yes,4,4,4
"@ShashiTharoor @RishiSunak -A dalit and tribal Women become President of Country, don't you think this is rare. 

Abdul kalam become President in 2002. 

-Congress should declare a Muslim as PM candidate of India, if they do I will definitely vote congress.",4,yes,4,4,4
@RichardJMurphy @RishiSunak He also did not take on Putin 🤣😂 except on a yacht maybe.,5,yes,5,5,5
@RhonddaBryant @RishiSunak Agreed #GeneralElectionNow,4,yes,4,4,4
@FelicityBuchan @RishiSunak No thanks. GE please,3,yes,3,3,3
"@Conservatives @RishiSunak I don't remember voting?
Must have missed it I guess",2,no,2,2,2
"@Astude2 @AmitChampaneri1 @piersmorgan @RishiSunak Nope I'm not, I'm a realist and therefore an atheist",3,yes,3,3,3
"@OwdhamL @13sarahmurphy @RishiSunak You are obviously so rich that the rising prices don't effect you, and completely oblivious to the hassles trying to trade with the EU. If it is about a flag then I hope you reap what you sow.",5,yes,5,5,5
@Jacob_Rees_Mogg @RishiSunak Who cares!  Thankfully you will be long gone.,5,yes,5,5,5
@Conservatives @RishiSunak Joke,4,yes,4,4,4
"@RishiSunak Rishi Sunak is the new UK Prime Minister. He is the  first British-Asian PM &amp; first Hindu PM, and at 42, the youngest PM in modern times. All the best for him and UK.",5,yes,5,5,5
@Jacob_Rees_Mogg @RishiSunak Clinging on to your job you strange man..,2,no,2,2,2
@RishiSunak Help iranian women against iranian evil government #Mahsa_Aminiمهساامینی,2,no,2,2,2
Rishi Sunak Become The New Prime Minister of Britain #RishiSunak #rishisunkapm #rishisunakukpm #britain #british #uk,3,yes,3,3,3
"@RitaPanahi @RishiSunak Like the office of POTUS, the office of British PM is now tainted.",4,yes,4,4,4
"Not saying this match has been poor, but I've just watched the Rishi Sunak speech twenty times in a row

#WHUBOU",2,no,2,2,2
@JustinWelby @RishiSunak Clear off Welby,4,yes,4,4,4
@Conservatives @RishiSunak Nothing but a complete stitch up... @Conservatives are finished as is democracy in this country,3,yes,3,3,3
"@JustinWelby @RishiSunak Thanks for invoking the will of your spaghetti monster, I'm sure it will be effective!",5,yes,5,5,5
"rishi sunak is untested in the grand arc of pm s of UK and there s still a lot that s unknown about him. let s not forget, he was boris johnson's chancellor, don t forget and he had a mandate for public spending in a once in a lifetime pandemic..@CNN",4,yes,4,4,4
"@RishiSunak congratulations at last, you should have one before! Congratulations too on breaking the barriers!",5,yes,5,5,5
@JulesSunbeam @RishiSunak @BorisJohnson @trussliz Well said!!👏👏👏,4,yes,4,4,4
"#RishiSunak is no one's friend...
Green card. Taxes. 

#GeneralElectionN0W",2,no,2,2,2
"@JustinWelby Asking us to pray for Rishi Sunak is about as hypocritical as can be. You will be as aware as anyone of how divisive, cruel, exploitative Tory policies are. You are proof that Christianity just endorses whoever is in power, whether they are Nazis or Tories.",2,no,2,2,2
@Jacob_Rees_Mogg @RishiSunak And hope he gives you a job,4,yes,4,4,4
"'It's time for the party to unite' says Rishi Sunak, as he totally blanks Matt Hancock.",4,yes,4,4,4
"@RishiSunak Grant Biafrans independence from Nigeria, do it is your main assignment",4,yes,4,4,4
@Nigel_Farage @RishiSunak nobody cares,4,yes,4,4,4
"@trussliz @RishiSunak an absolute joke and embarrassement to the UK

Shameful",2,no,2,2,2
@jdpoc @RishiSunak That can also be an achievable aspiration,4,yes,4,4,4
@nadhimzahawi @RishiSunak You make Douglas 'Flip flop' Ross look like a sandal,3,yes,3,3,3
"@pritipatel @RishiSunak Why, I wouldn’t trust him as far as I could throw him. He stabbed our best pm in the back and he was supposed to be his friend and work colleague. If Penny had got through the members would have voted for her because they don’t want rishi.",5,yes,5,5,5
"21st century democracy, it doesn't matter who wins, if the elite don't get their man they will manipulate it until they do
#RishiSunak 
#BorisJohnson 
#NWO",2,no,2,2,2
@ShashiTharoor @RishiSunak Shame on u. Have some respect towards yr country. Sonia Gandhi a foreign minority ruled the nation with remote control. That robot ws also from minority. Ex President Kalam ji is from minority. Present president from tribal community. Such nonsensical tweet from u is astonishing,3,yes,3,3,3
@piersmorgan @RishiSunak Well done @RishiSunak! You make ppl of Indian origin proud everywhere!!!,5,yes,5,5,5
"@RuthDavidsonPC @RishiSunak As opposed to immature, dishonest and extreme?
#IndyRef2",2,no,2,2,2
"@JakeBerry @RishiSunak To use a footballing analogy, it’s like putting an already failed assistant manager in charge when the team is already relegated, it can’t be mended, and any improvement is pointless, and he will be sacked in the morning.",4,yes,4,4,4
"remember when rishi sunak said ""I've got upper class friends and working class friends. Well, not working class friends.""",5,yes,5,5,5
"#LizTruss will be getting a Prime Minister's salary, a free house with decorating and furniture allowance; and gas, electricity and water bills paid by us, the tax payers.
What does she have to worry about?

And #RishiSunak has £700 million plus.

#CostOfLivingCrises",3,yes,3,3,3
"@MattHancock @RishiSunak Don’t be a beg, he won’t hire you back.",3,yes,3,3,3
@MichealMartinTD @RishiSunak Creep!,3,yes,3,3,3
@ShashiTharoor @RishiSunak Let’s not over play this- Rishi is only associated with India in name only (and maybe wife’s Wealth) …,4,yes,4,4,4
"@nadhimzahawi @RishiSunak @Conservatives Sunak's background is he went to Winchester College, then Oxford, then Stanford, where he met and married a billionaire.",3,yes,3,3,3
@shree711 @ShashiTharoor @RishiSunak My bad. But the point is India was ready long ago. In fact women was a PM in India long ago but that has never happened in US. Examples will be there everywhere and don't take those to conveniently criticize is what I am saying.,2,no,2,2,2
@nadhimzahawi @RishiSunak Looking for a job? Anything you won’t do to get ahead?,3,yes,3,3,3
@piersmorgan @RishiSunak Finally,3,yes,3,3,3
"@RishiSunak Johnson delivered Putin’s Brexit which, one could argue, emboldened him into thinking that invading Ukraine might be successful. Who has gained from all this? Arms companies but especially big oil.",4,yes,4,4,4
"@GibbonsDirector @LiamFox @RishiSunak Rewind to 1997 , rinse ,repeat, nothing improves for the lives and people of the nation.",2,no,2,2,2
baychara churchil #RishiSunak,3,yes,3,3,3
"@CAupdates @CAevs @RishiSunak Don't get your hopes up, he's WEF.",2,no,2,2,2
"When Rishi Sunak was spending £400 billion supporting businesses, employees, families through the pandemic, he was most popular politician in the country and nobody mentioned his colour or wealth, now, when he's PM, and has to present the bill, it's 'colour, wealth, out of touch'",5,yes,5,5,5
@RishiSunak OMG! You connived behind this mans back to oust him as your boss then pay him fake compliments. And your colleagues think you are the man to be trusted with this country. Farcical.,4,yes,4,4,4
@RishiSunak congratulations sir,4,yes,4,4,4
"Listening to the Conservative party applauding Boris Johnson before they inflict another village idiot on us all 🙄

#PrimeMinister #LizTruss #RishiSunak",4,yes,4,4,4
"@Jacob_Rees_Mogg @RishiSunak TAX DOGERS ARE TORIES...
NOW IN NUMBER 10...
WHY DO YOU JUST NOT SAY
IF YOUR RICH.. COME TO THE UK....
WE LET YOU GET OF TAX AND BECOME A POLITICIAN",5,yes,5,5,5
"#RishiSunak @RishiSunak 
I was sad when you didn’t make it to the previous round, some 7+ weeks ago.
But as Deepak Chopra often said (and so did my grandfather): ‘things happen for a reason’.
Congrats 🎈🎉 and trusting that you do have people’s best interest at ❤️",5,yes,5,5,5
@RishiSunak Are you a WEF stooge? Are you just a wolf in sheep's clothing? Who are you?,3,yes,3,3,3
@fionaandstu @RishiSunak Positions of power attract psychopaths.,4,yes,4,4,4
@gchahal @RishiSunak @BorisJohnson Another blatantly racist posts 🤮 majority of all people doce care for your constant need to gaslight 🙄,2,no,2,2,2
@Nigel_Farage @RishiSunak Why would anyone care what you think?,4,yes,4,4,4
Rishi sunak is going to reincarnate as a dung beetle,3,yes,3,3,3
@lucyallan @RishiSunak Give over Lucy! You were kissing the shoes of BJ yesterday in hope of a job!,5,yes,5,5,5
"#RishiSunak #pennymordaunt #primeminister #ToryLeadershipFarce #ToryLeadershipContest 

As good (or better) as any other reason-my vote goes to Mordaunt. Why? Because I'd rather LOOK at her than him. All other reasons will still mean an undemocratically &amp; farsiçally voted  leader",5,yes,5,5,5
@eleanor4epping @RishiSunak @Conservatives The slimy snakes in the house,3,yes,3,3,3
@Otto_English @LBC @SangitaMyska Sangita was brilliant in replying to that caller. #RishiSunakPM,4,yes,4,4,4
"The plebs voted the wrong way in September, so the powers that be shocked the market, primed the media and ensured that they got their man in office.

#RishiSunakPM #RishiSunak",1,no,1,1,1
@kitmalthouse @RishiSunak Let’s hope he doesn’t mind making a big donation to the party - as it is going to need the funds with zero membership,5,yes,5,5,5
@Conservatives @RishiSunak He wasn't elected.,3,yes,3,3,3
"Rishi Sunak, who will be the next Prime Minister of the United Kingdom, has stated that he will strive to make the United Kingdom a global center for #crypto assets",5,yes,5,5,5
"@narendramodi @RishiSunak You and your party made India a third world backward nation ,you people opposed Mrs Soniya Gandhi to be the PM beacuse of her Italian origin and still your spokesmen utter ugly words for her and now you are giving congratulations to an Indian on becoming PM of great Britain",5,yes,5,5,5
"So here we go with the @BBC mentioning that #RishiSunak is the first British Asian to be PM, I can’t remember them saying that #BoJo was the first British American PM or the first PM to be born outside the British Isle .  🤔",3,yes,3,3,3
@RishiSunak We are totally fucked with this clown in charge all he will do is fuck us over he doesn’t give a fuck about the people of the county as long as he can line his pockets 🖕🏻,1,no,1,1,1
"#RishiSunak  is to be prime minister of #UK 
UnOfficially declared 
He has support of more than 100 MPs",4,yes,4,4,4
@Yorkshi00878441 @Conservatives @RishiSunak Hurrah - more and more horrid Tories choosing to become political eunuchs every day.,3,yes,3,3,3
